year_,fire_name,alarm_date,cause,gis_acres,shape_area,cause_desc
1969,,1969-07-14,14,51.42570495605471,208112.443682518,Unknown/Unidentified
1974,WIRTH #2,1974-06-28,14,123.47214508056601,499674.05429752,Unknown/Unidentified
1974,YUBA CONSOLIDATED,1974-06-07,14,183.387588500977,742143.2525682091,Unknown/Unidentified
1974,ZUMWALT,1974-06-23,14,796.3211059570309,3222597.29377559,Unknown/Unidentified
1974,BATTLE CREEK BOTTOM,1974-08-19,14,1700.20129394531,6880470.51325915,Unknown/Unidentified
1978,,1978-07-30,14,3.65186977386475,14778.592729623999,Unknown/Unidentified
1978,,1978-07-09,14,36.5076179504395,147741.08801041302,Unknown/Unidentified
2003,MAYWOOD,2003-05-28,2,50.8630294799805,205835.37523293603,Equipment Use
1984,FK 1817,1984-03-29,7,1545.408203125,6254045.172596401,Arson
1984,CLEAR CREEK RD,1984-07-08,7,20.067590713501,81210.66188076559,Arson
1984,HELENA,1984-07-24,11,12.3586835861206,50013.818380418095,Power Line
1984,JUNCTION,1984-07-09,9,8.28112697601318,33512.5301199687,Miscellaneous
1988,JOAQUIN,1988-10-06,7,33.683357238769496,136311.717936864,Arson
1988,LOCKWOOD,1988-07-17,2,127.662399291992,516631.390903509,Equipment Use
1988,LIGHTNING9,1988-06-20,1,3649.37524414062,14768497.9981857,Lightning
1988,KETTLEMAN,1988-04-08,18,979.042846679688,3962045.82232679,Escaped Prescribed Burn
1988,SANTIAGO,1988-06-21,1,1770.67248535156,7165657.40882936,Lightning
1988,TWISSLMAN,1988-06-19,1,3806.06274414062,15402589.3117237,Lightning
2003,SUMMIT,2003-08-25,1,4761.22021484375,19267975.146465,Lightning
2003,HEAVEN,2003-06-06,5,11.1298379898071,45040.8563759962,Debris
2003,97,2003-06-29,5,251.196640014648,1016556.74898891,Debris
2003,DOW,2003-09-27,2,28.792535781860398,116519.25677710901,Equipment Use
2003,SIGNAL,2003-07-20,9,16.9174003601074,68462.2868908973,Miscellaneous
2003,CARISSO,2003-07-15,2,22.9745235443115,92974.59732163869,Equipment Use
2003,DEL VENTURI,2003-08-11,9,705.3403930664059,2854411.23077206,Miscellaneous
2003,CANYON,2003-08-21,1,15.3865327835083,62267.0901730818,Lightning
2003,TALIAFERRO,2003-09-03,1,241.734313964844,978264.073910903,Lightning
1980,,,14,11.7737255096436,47646.5783910934,Unknown/Unidentified
1980,,1980-07-27,9,1.3042298555374099,5278.03106101284,Miscellaneous
1980,GREEN RIVER,,7,379.032653808594,1533890.74950342,Arson
1980,BOX,1980-07-13,14,384.11599731445295,1554462.27463144,Unknown/Unidentified
1980,DELL,1980-07-20,14,824.4561157226559,3336455.4864133,Unknown/Unidentified
1954,,,4,7585.5,30697428.829184003,Campfire
1960,DONNER RIDGE,1960-08-18,5,43373.97265625,175528244.839744,Debris
1968,,,9,49.3132514953613,199563.654785483,Miscellaneous
1992,GLASS,1992-09-24,2,5.21215772628784,21092.853959070802,Equipment Use
1992,FORGOTTEN,1992-06-22,1,14.1066732406616,57087.681227521105,Lightning
1992,GARVEY,1992-06-03,14,873.315307617188,3534181.63864815,Unknown/Unidentified
1997,CHERRY II,1997-10-29,2,29.6248092651367,119887.348278645,Equipment Use
1999,CHERRY,1999-09-14,9,55.0466651916504,222765.945280556,Miscellaneous
1998,TEMPLIN,1998-07-24,1,31.42946434021,127190.53226064099,Lightning
1999,BOUQUET,1999-09-23,4,144.67428588867202,585476.073901072,Campfire
1997,SAND,1997-05-15,7,54.1399116516113,219096.451555673,Arson
2000,ROCK,2000-07-20,7,39.2888793945312,158996.451439022,Arson
1972,,1972-09-25,5,248.943435668945,1007438.31817153,Debris
1950,PILITAS #1,1950-07-03,14,22844.712890625,92449271.0027369,Unknown/Unidentified
1950,DALESSI,1950-10-06,14,1034.79846191406,4187680.77431246,Unknown/Unidentified
1950,PILITAS #2,1950-07-05,14,2830.09497070312,11452987.9145589,Unknown/Unidentified
1950,PILITAS #3,1950-07-05,14,5696.7041015625,23053743.1347537,Unknown/Unidentified
1950,,,9,2941.09521484375,11902189.6349585,Miscellaneous
1950,,,9,2507.51440429688,10147550.3889556,Miscellaneous
1950,KORNTVED,1950-06-30,9,581.678894042969,2353970.97778194,Miscellaneous
1950,BLUEROCK,1950-10-13,14,4309.0654296875,17438169.7002443,Unknown/Unidentified
1950,ECHENIQUE,1950-05-30,14,2294.044921875,9283670.69959719,Unknown/Unidentified
1950,QUAIL CREEK,1950-09-23,14,1247.55688476562,5048683.68719938,Unknown/Unidentified
1950,JESSE MORROW,1950-07-08,14,333.722442626953,1350526.85993314,Unknown/Unidentified
1950,WOOTEN PEAK,1950-07-07,14,433.427124023438,1754017.3878968998,Unknown/Unidentified
1950,HART'S LAKE,1950-07-30,14,3624.546875,14668020.853180999,Unknown/Unidentified
1950,,,14,153.878067016602,622722.462674797,Unknown/Unidentified
1950,ARMSTRONG - DERSCH,1950-07-30,14,3669.49755859375,14849929.6281135,Unknown/Unidentified
1950,BACKBONE,1950-07-31,14,635.734619140625,2572726.78063769,Unknown/Unidentified
1950,BACKBONE #2,1950-08-18,14,2019.05126953125,8170810.41266202,Unknown/Unidentified
1950,BACKBONE #3,1950-09-01,14,529.9093017578119,2144466.91546096,Unknown/Unidentified
1950,BEAR CREEK,1950-09-05,14,378.184936523438,1530460.16789898,Unknown/Unidentified
1950,EDMONDS,1950-08-10,14,359.175140380859,1453530.27407678,Unknown/Unidentified
1950,FRISBIE,1950-08-03,14,922.3059692382809,3732439.8837611,Unknown/Unidentified
1950,KNUDSON,1950-08-22,14,309.27374267578097,1251586.47086748,Unknown/Unidentified
1950,MULE MTN.,1950-08-22,14,2659.49487304688,10762593.7393355,Unknown/Unidentified
1950,NORTON GULCH,1950-08-21,14,1273.42687988281,5153375.75590182,Unknown/Unidentified
1950,RAINBOW,1950-09-02,14,25291.767578125,102352154.681145,Unknown/Unidentified
1950,SYLVESTER,1950-08-20,14,1727.1208496093802,6989410.14350152,Unknown/Unidentified
1950,KANAKA CREEK,,14,4827.51416015625,19536257.0860451,Unknown/Unidentified
1950,STINKING CREEK,1950-09-03,14,1741.03381347656,7045713.92361681,Unknown/Unidentified
1950,,,9,10167.671875,41147106.399649605,Miscellaneous
1950,,,9,614.164367675781,2485434.94025138,Miscellaneous
1950,PUEBLO SIDING,1950-06-10,9,315.01812744140597,1274833.16697592,Miscellaneous
1950,BANNER,1950-10-13,9,2195.8232421875,8886181.76512084,Miscellaneous
1950,,,9,439.352386474609,1777996.00409377,Miscellaneous
1950,,,14,5165.2568359375,20903052.6260811,Unknown/Unidentified
1950,,,14,1330.09521484375,5382704.11714151,Unknown/Unidentified
1950,SEIGLER CANYON,1950-09-03,14,7242.5224609375,29309448.562432397,Unknown/Unidentified
1950,,,14,444.884857177734,1800385.11040667,Unknown/Unidentified
1950,ROOT,1950-08-18,14,384.191741943359,1554768.81169869,Unknown/Unidentified
1950,,,14,2274.12280273438,9203048.75506645,Unknown/Unidentified
1950,IRENE PEAK,1950-09-03,14,8955.978515625,36243560.7496813,Unknown/Unidentified
1951,MCCLELLAN,1951-07-28,9,1504.068359375,6086748.89909336,Miscellaneous
1951,MCCREARY #1,1951-08-26,14,315.948486328125,1278598.16250273,Unknown/Unidentified
1951,MENZEL,1951-08-13,14,659.422424316406,2668587.91936918,Unknown/Unidentified
1951,MOCCHI,1951-08-05,14,473.851684570312,1917609.67679507,Unknown/Unidentified
1951,OAKHURST,1951-08-04,14,1366.19262695312,5528785.17561443,Unknown/Unidentified
1951,PACIFIC LUMBER CO. #5,1951-08-14,14,3425.11596679688,13860952.390651502,Unknown/Unidentified
1951,,,9,4178.78515625,16910943.2233182,Miscellaneous
1951,LIVE OAKS,1951-10-10,14,35.319999694824205,142934.96225153198,Unknown/Unidentified
1951,RANCHO SIERRA VISTA,1951-11-16,14,3287.81127929688,13305299.8323238,Unknown/Unidentified
1951,HOUSTON,1951-11-17,14,564.554504394531,2284671.12041844,Unknown/Unidentified
1951,CAMULOS,1951-07-29,14,1023.4691772460901,4141832.92299612,Unknown/Unidentified
1951,SUSANA KNOLLS,1951-08-06,14,2348.25268554688,9503041.43574356,Unknown/Unidentified
1951,,,9,523.0718994140619,2116796.78659759,Miscellaneous
1951,PINYON,1951-08-19,14,803.611083984375,3252098.73772143,Unknown/Unidentified
1951,BUCKMAN,1951-07-15,14,5239.65478515625,21204129.9103603,Unknown/Unidentified
1951,,,9,151.535568237305,613242.687418123,Miscellaneous
1951,,,9,101.968490600586,412651.834585006,Miscellaneous
1951,,,9,97.66126251220699,395221.113953901,Miscellaneous
1951,,,9,102.050079345703,412982.027258083,Miscellaneous
1951,,,9,47.75898742675779,193273.76412359,Miscellaneous
1951,,,9,355.538391113281,1438812.86245873,Miscellaneous
1951,,,14,1008.5560913085901,4081481.63528042,Unknown/Unidentified
1951,,,14,370.299652099609,1498549.46699071,Unknown/Unidentified
1951,SCOTT CREEK,1951-09-14,14,1703.90478515625,6895458.26640858,Unknown/Unidentified
1951,,1951-08-06,14,115.34587097168001,466788.18189714296,Unknown/Unidentified
1951,,1951-07-04,14,165.487854003906,669705.55891874,Unknown/Unidentified
1951,,1951-08-06,3,3212.85888671875,13001978.180139698,Smoking
1951,ROADSIDE #21,1951-10-07,14,199.893661499023,808940.95059724,Unknown/Unidentified
1951,,,1,30.2918529510498,122586.779288546,Lightning
1951,,,9,22.8499813079834,92470.59389544539,Miscellaneous
1951,,,9,206.734680175781,836625.543738042,Miscellaneous
1951,,,9,1499.11389160156,6066698.63355029,Miscellaneous
1951,HOMESTEAD WE,1951-09-09,1,26.874010086059602,108755.25987413301,Lightning
1951,BLUE MT.,1951-08-05,1,263.083984375,1064663.13746043,Lightning
1951,MOWITZ,1951-07-26,9,1714.12451171875,6936815.94798668,Miscellaneous
1951,MEARS,1951-08-01,9,29522.59375,119473697.99329899,Miscellaneous
1951,CITY DUMP,1951-09-07,9,329.267059326172,1332496.46276458,Miscellaneous
1951,MILE POST 40,,9,239.01219177246102,967248.047733234,Miscellaneous
1951,BUMMER LAKE,1951-03-28,3,54.7600288391113,221605.98147181,Smoking
1951,HARDSCABBLE,1951-04-05,3,4.9782996177673295,20146.4638491043,Smoking
1951,MYTLE,1951-09-16,1,4.97808170318604,20145.5827243571,Lightning
1951,TRYON,1951-01-01,2,4.97811412811279,20145.7137610079,Equipment Use
1951,NOTICE CREEK,1951-09-17,1,318.633392333984,1289463.53083432,Lightning
1951,GOWER,1951-07-28,9,2.19072222709656,8865.53871649961,Miscellaneous
1951,CEDAR CREEK,1951-08-15,2,167.290481567383,677000.5347320121,Equipment Use
1951,THREE FORKS,1951-08-20,1,11.9497842788696,48359.0608613082,Lightning
1951,CUNNINGHAM,1951-08-20,1,5.97477197647095,24179.0452723465,Lightning
1952,HIGHWAY 49 #5,1952-07-18,14,1117.06140136719,4520587.04171796,Unknown/Unidentified
1952,HUNTINGTON,1952-09-13,14,438.01614379882795,1772588.39360071,Unknown/Unidentified
1952,INDIAN CREEK,1952-08-18,14,579.848693847656,2346564.30171716,Unknown/Unidentified
1954,KAISER,1954-09-10,14,229.820892333984,930052.130164025,Unknown/Unidentified
1954,LIGHTNING #5,1954-07-25,14,2129.21508789062,8616627.56596087,Unknown/Unidentified
1954,LUNEMAN #2,1954-08-09,14,1142.89050292969,4625113.91820856,Unknown/Unidentified
1954,MARCELINO,1954-09-26,14,2186.8984375,8850063.95708794,Unknown/Unidentified
1954,MIX CANYON,1954-10-26,14,1032.00659179688,4176382.38521752,Unknown/Unidentified
1975,,1975-06-25,14,3.74266600608826,15146.0317450347,Unknown/Unidentified
1975,,1975-10-24,14,1.46327805519104,5921.675983329251,Unknown/Unidentified
1975,,1975-09-23,14,4.78430128097534,19361.3806781724,Unknown/Unidentified
1975,,1975-07-21,14,2.4306831359863303,9836.62597284623,Unknown/Unidentified
1975,,1975-08-31,14,3.56124448776245,14411.844971106299,Unknown/Unidentified
1975,,1975-11-27,14,3.06746864318848,12413.6053132426,Unknown/Unidentified
1975,,1975-10-15,14,4.36707544326782,17672.9278201536,Unknown/Unidentified
1975,,1975-07-02,14,19.6686420440674,79596.1717092989,Unknown/Unidentified
1975,,1975-12-08,14,41.6105308532715,168391.848991135,Unknown/Unidentified
1954,SULPHER MT.,1954-02-06,14,1047.9228515625,4240793.34318274,Unknown/Unidentified
1954,MIRA MONTE,1954-07-01,14,30.1838703155518,122149.78936619901,Unknown/Unidentified
1957,LOCKWOOD GRADE,1957-07-06,14,2570.75146484375,10403461.6264483,Unknown/Unidentified
1957,STONE CANYON,1957-09-21,14,4280.18310546875,17321286.0723536,Unknown/Unidentified
1957,SUPERIOR,1957-06-20,14,472.33181762695295,1911459.07121318,Unknown/Unidentified
1957,WEBB,1957-06-24,14,2304.41015625,9325616.86108696,Unknown/Unidentified
1957,BLASINGAME,1957-07-11,14,328.072387695312,1327661.86955109,Unknown/Unidentified
1970,PROJECT,1970-05-14,2,326.591674804688,1321669.67193323,Equipment Use
1970,HILTON,1970-08-13,2,253.290344238281,1025029.66233843,Equipment Use
1970,BRILES,1970-07-26,7,2.14671158790588,8687.43313696657,Arson
1973,MATCH,1973-08-23,9,174.758209228516,707221.3803734541,Miscellaneous
1996,GOLD,1996-08-12,1,41.8267860412598,169266.991993059,Lightning
1996,MARTIN RANCH #1,1996-10-02,5,40.709415435791,164745.152722388,Debris
1996,SHIELDS CAMP,1996-02-15,5,51.0389823913574,206547.429738461,Debris
1952,,,14,8644.6806640625,34983782.6532432,Unknown/Unidentified
1952,,,14,1369.49108886719,5542133.77563729,Unknown/Unidentified
1952,,,14,1287.62377929688,5210828.64520531,Unknown/Unidentified
1952,DX HUNTING CLUB,1952-08-30,14,3450.07177734375,13961945.247392802,Unknown/Unidentified
1952,,1952-10-23,14,456.220947265625,1846260.61579427,Unknown/Unidentified
1952,MAHER,1952-09-14,14,218.983062744141,886192.984648483,Unknown/Unidentified
1952,S. H. FOLSOM,1952-10-04,14,128.478988647461,519936.020339687,Unknown/Unidentified
1952,PIPER,1952-09-24,14,2072.13916015625,8385649.72887565,Unknown/Unidentified
1953,DEHESA #2,1953-08-28,14,330.035919189453,1335607.96200834,Unknown/Unidentified
1953,HAMLET,1953-12-22,14,630.9310302734381,2553287.21116253,Unknown/Unidentified
1953,IRON MOUNTAIN,1953-10-04,14,719.0570678710941,2909920.6531217997,Unknown/Unidentified
1953,LAZY A,1953-05-05,14,363.170715332031,1469699.74703242,Unknown/Unidentified
1953,MONTE,1953-10-27,14,808.078002929688,3270175.63257353,Unknown/Unidentified
1953,SHIELDS LEASE,1953-10-31,14,11775.19140625,47652510.093292,Unknown/Unidentified
1953,RICE ROAD,1953-05-13,14,638.207275390625,2582733.31207211,Unknown/Unidentified
1953,,,14,121.111770629883,490121.94055715,Unknown/Unidentified
1953,CAMPODONICO,1953-10-02,14,680.649597167969,2754491.0726888,Unknown/Unidentified
1953,101 RANCH,1953-10-06,14,4464.22021484375,18066058.890241,Unknown/Unidentified
1953,BUENA VISTA,1953-07-11,14,740.8309936523441,2998036.75753393,Unknown/Unidentified
1953,CASEY,1953-07-10,14,21023.728515625,85080010.7124745,Unknown/Unidentified
1953,KLONDIKE,1953-07-07,14,899.283447265625,3639271.01434723,Unknown/Unidentified
1953,ORRADRE,1953-07-08,14,2843.24047851562,11506185.7805804,Unknown/Unidentified
1953,PANOCHE,1953-06-29,14,919.7421875,3722064.53438681,Unknown/Unidentified
1953,SHADY REST,1953-07-07,14,1324.45166015625,5359865.64235081,Unknown/Unidentified
1953,,,14,215.461669921875,871942.439270946,Unknown/Unidentified
1953,,,9,80.77247619628909,326874.610909942,Miscellaneous
1953,,,9,84.0388946533203,340093.340293391,Miscellaneous
1953,CALIENTE,1953-06-15,9,689.0167846679691,2788351.966457,Miscellaneous
1953,BRONCO FLATS,1953-10-04,9,8817.2607421875,35682189.8952555,Miscellaneous
1953,VIEJAS,1953-05-05,14,707.6373901367191,2863706.84059718,Unknown/Unidentified
1953,,,14,197.472610473633,799143.313228508,Unknown/Unidentified
1953,,,14,32.662445068359396,132180.232436867,Unknown/Unidentified
1953,,,14,76.3937454223633,309154.518565984,Unknown/Unidentified
1953,,,14,435.82327270507795,1763714.22320638,Unknown/Unidentified
1953,,,14,250.165969848633,1012385.75791976,Unknown/Unidentified
1953,,,14,490.859008789062,1986435.93510265,Unknown/Unidentified
1953,ARROWHEAD SPRINGS,1953-08-26,14,3104.87231445312,12564972.3470911,Unknown/Unidentified
1953,,,1,128.395614624023,519598.63450254704,Lightning
1953,,,1,332.495727539062,1345562.48553842,Lightning
1953,,,1,189.129104614258,765378.32509458,Lightning
1953,MT.SHASTA,1953-09-13,14,400.392578125,1620331.33101951,Unknown/Unidentified
1953,LIGHTNING STRIKE #19,1953-09-21,14,433.628967285156,1754834.18659794,Unknown/Unidentified
1953,SAUNDERS,1953-10-02,14,443.604583740234,1795204.0836523997,Unknown/Unidentified
1953,DELONG CREEK,1953-07-20,14,493.45480346679705,1996940.70095669,Unknown/Unidentified
1953,,,1,1174.93127441406,4754778.12799848,Lightning
1953,,,14,900.54541015625,3644377.91357074,Unknown/Unidentified
1953,,,1,44.0092964172363,178099.29698179,Lightning
1953,,,9,146.706115722656,593698.608816752,Miscellaneous
1953,,,1,170.846939086914,691393.059687241,Lightning
1953,PINOCHE,1953-09-14,14,440.412109375,1782284.57914215,Unknown/Unidentified
1953,GOLD FIRE,1953-07-14,14,300.277252197266,1215178.9103974,Unknown/Unidentified
1953,MONROVIA PEAK  FIRE,1953-12-27,14,14061.259765625,56903900.6300844,Unknown/Unidentified
1953,,1953-12-19,14,7.72481107711792,31261.2006010442,Unknown/Unidentified
1953,GLEN OAKS FIRE,1953-04-09,14,6.858065605163571,27753.6059803698,Unknown/Unidentified
1953,,1953-07-13,14,3.3071174621582,13383.429859661699,Unknown/Unidentified
1953,,,14,169.24153137207,684896.187581568,Unknown/Unidentified
1953,,1953-10-08,14,586.7672119140619,2374562.75100458,Unknown/Unidentified
1953,,1953-09-07,14,27.930133819580103,113029.238806421,Unknown/Unidentified
1953,,1953-05-12,14,103.321746826172,418128.278353876,Unknown/Unidentified
1953,,1953-08-02,14,29.8285179138184,120711.72847356802,Unknown/Unidentified
1953,,1953-09-07,14,16.4034290313721,66382.3255190349,Unknown/Unidentified
1953,,1953-06-21,14,32.1661186218262,130171.664955002,Unknown/Unidentified
1953,,1953-09-13,14,208.37858581543,843278.208111955,Unknown/Unidentified
1953,,1953-06-25,14,2.8229339122772203,11424.008595379199,Unknown/Unidentified
1953,,1953-10-06,14,75.445556640625,305317.335711159,Unknown/Unidentified
1953,,1953-07-18,14,277.112030029297,1121432.64939974,Unknown/Unidentified
1953,,1953-09-10,14,8.20430755615234,33201.653925802406,Unknown/Unidentified
1953,DUPREE,1953-08-11,9,236.45924377441398,956916.605186233,Miscellaneous
1953,,,9,1546.6823730468802,6259201.31380157,Miscellaneous
1953,,,9,918.114013671875,3715475.61932099,Miscellaneous
1953,,,9,9226.2060546875,37337129.2675731,Miscellaneous
1953,,,9,38.853420257568395,157234.208777481,Miscellaneous
1953,,,9,66.9871063232422,271087.215071859,Miscellaneous
1953,,,9,68.85940551757811,278664.11743803,Miscellaneous
1953,,,9,203.24049377441398,822485.097342042,Miscellaneous
1953,HIPASS,1953-07-23,9,331.164947509766,1340176.99984038,Miscellaneous
1953,,,9,49.5672416687012,200591.51530684,Miscellaneous
1953,,,14,129.585876464844,524415.425315638,Unknown/Unidentified
1953,CHARLES,,14,1785.5412597656198,7225829.21106236,Unknown/Unidentified
1953,,,14,281.17291259765597,1137866.43388492,Unknown/Unidentified
1953,,1953-08-24,14,335.875701904297,1359240.77420697,Unknown/Unidentified
1953,,1953-07-20,14,122.111328125,494166.997310119,Unknown/Unidentified
1953,YELLOW BUTTE,1953-09-15,1,408.040710449219,1651282.11431505,Lightning
1953,MAXWELL,1953-03-07,5,4.978589057922361,20147.6342450087,Debris
1955,PUDDINGSTONE FIRE,1955-09-01,14,251.414749145508,1017439.42141023,Unknown/Unidentified
1955,,1955-08-31,14,194.99397277832,789112.5914238279,Unknown/Unidentified
1955,,1955-04-13,14,59.651981353759794,241403.003605654,Unknown/Unidentified
1955,HACIENDA FIRE,1955-09-02,14,1148.1015625,4646201.947370599,Unknown/Unidentified
1964,MILL CREEK,1964-09-22,14,366.68606567382795,1483925.80844029,Unknown/Unidentified
1964,MILLER CANYON,1964-09-24,14,1663.00451660156,6729940.54601822,Unknown/Unidentified
1964,NUNS CANYON,1964-09-19,14,9807.69140625,39690318.7808276,Unknown/Unidentified
1970,,1970-05-23,14,17.3201999664307,70092.3658794894,Unknown/Unidentified
1970,,1970-08-27,14,43.007720947265604,174046.076995943,Unknown/Unidentified
1970,,1970-05-14,14,108.50422668456999,439101.017709355,Unknown/Unidentified
1970,,1970-09-27,14,33.370265960693395,135044.66833863402,Unknown/Unidentified
1970,,1970-09-22,14,51.3413696289062,207771.147432038,Unknown/Unidentified
1970,,1970-08-14,14,16.771856307983402,67873.2932726392,Unknown/Unidentified
1970,,1970-06-26,14,37.590747833252,152124.35927803,Unknown/Unidentified
1970,,1970-07-31,14,100.516014099121,406773.87103448296,Unknown/Unidentified
1970,,1970-05-17,14,70.27374267578121,284387.738878643,Unknown/Unidentified
1970,,1970-06-26,14,17.5742053985596,71120.2852093236,Unknown/Unidentified
1970,,1970-07-28,14,7.860418319702151,31809.984122590202,Unknown/Unidentified
1970,,1970-08-14,14,51.9620018005371,210282.765811198,Unknown/Unidentified
1970,,1970-05-14,14,10.0021047592163,40477.0808352902,Unknown/Unidentified
1970,,1970-08-09,14,19.8028945922852,80139.4698553046,Unknown/Unidentified
1970,,1970-05-17,14,10.693378448486301,43274.5653452471,Unknown/Unidentified
1970,MARION,1970-08-02,7,23.198997497558604,93883.0147125951,Arson
1970,,,9,161.63424682617202,654110.609729946,Miscellaneous
1970,,,9,126.286636352539,511063.87288588204,Miscellaneous
1970,,,9,85.6428756713867,346584.429828002,Miscellaneous
1970,,,9,81.8699951171875,331316.112714834,Miscellaneous
1970,LILAC,1970-09-27,9,2083.36474609375,8431078.32016359,Miscellaneous
1970,THEATER,1970-09-27,14,1191.78979492188,4823002.36550269,Unknown/Unidentified
1970,,,9,141.878280639648,574161.003783875,Miscellaneous
1970,,,9,101.659767150879,411402.493104505,Miscellaneous
1970,NELSON,1970-05-15,9,3586.169921875,14512714.511032598,Miscellaneous
1970,,1970-06-22,1,8.38809776306152,33945.428981152596,Lightning
1970,,1970-07-04,1,63.474193572998,256870.94913001603,Lightning
1970,,1970-05-28,5,4.4334816932678205,17941.6644181781,Debris
1970,JEWELL RANCH,1970-06-28,14,75.6821670532227,306274.876940427,Unknown/Unidentified
1970,ALPINE DAM,1970-07-18,14,110.95738983154301,449028.636337866,Unknown/Unidentified
1970,GO,1970-04-01,5,2.98693037033081,12087.6780918828,Debris
1972,UNKNOWN,,14,62.0559005737305,251131.321671068,Unknown/Unidentified
1972,,,9,25.7372722625732,104155.046438464,Miscellaneous
1972,,,9,39.224517822265604,158735.995458065,Miscellaneous
1972,,,9,35.7713737487793,144761.61689966198,Miscellaneous
1972,,,14,109.75064086914101,444145.100647451,Unknown/Unidentified
1972,,,9,451.179138183594,1825857.1994426004,Miscellaneous
1972,,,14,676.234436035156,2736623.60948517,Unknown/Unidentified
1972,,1972-08-14,9,156.158203125,631949.846607258,Miscellaneous
1972,TURNER,1972-08-08,1,105.46472930908199,426800.605673518,Lightning
1972,WEST LAKE,1972-08-08,1,105.50740814209,426973.34138016205,Lightning
1972,MOOSE,1972-08-12,2,3.98283982276917,16117.980548302901,Equipment Use
1972,MARLOW,1972-09-02,1,3.9827561378479,16117.642653974499,Lightning
1972,BASIN,1972-10-24,2,8.961629867553711,36266.428100745296,Equipment Use
1972,,1972-10-24,5,6.97092056274414,28210.315592733798,Debris
1990,,1990-07-26,14,8.66275119781494,35056.9115312163,Unknown/Unidentified
1990,,1990-08-12,1,17.633008956909197,71358.2573635658,Lightning
1990,SANDBAG,1990-08-07,1,110.475357055664,447077.907695426,Lightning
1990,STEVE,1990-10-14,9,69.6227493286133,281753.265671761,Miscellaneous
1990,DEER,1990-05-22,4,20.9736289978027,84877.2682333117,Campfire
1990,TOWER ROCK,1990-10-27,4,45.832935333252,185479.31410997603,Campfire
1990,CROWDER MT.,1990-07-12,1,1481.7663574218802,5996495.6476235995,Lightning
1990,LAKESHORE,1990-07-12,1,185.80615234375,751930.822532229,Lightning
1991,WHITEHORSE FIRE,1991-09-05,14,273.542022705078,1106985.2618758,Unknown/Unidentified
1991,GEYSERS FIRE,1991-10-20,14,251.791839599609,1018965.41926869,Unknown/Unidentified
1979,,,14,43.534828186035206,176179.19915338603,Unknown/Unidentified
1979,,,14,68.0570831298828,275417.25408970396,Unknown/Unidentified
1979,,,14,100.20684814453101,405522.74179795897,Unknown/Unidentified
1979,,,14,93.33971405029301,377732.410314309,Unknown/Unidentified
1953,BOULDER RIDGE,1953-08-13,1,20.1498947143555,81543.7316516283,Lightning
1953,LUMPIRE,1953-08-13,1,21.4593200683594,86842.7850649301,Lightning
1953,SIX MILE,1953-09-13,1,21.552698135376,87220.673927546,Lightning
1954,BALD ROCK #1,1954-07-04,14,239.92301940918,970934.0144450109,Unknown/Unidentified
1954,BIDSTRUP ESCAPE,1954-09-19,14,140.881454467773,570127.040609049,Unknown/Unidentified
1954,BOJOCK LBR. CO. #2,1954-07-28,14,296.10784912109403,1198305.91506996,Unknown/Unidentified
1954,BUCKHORN MT.,1954-08-13,14,421.831207275391,1707090.38898506,Unknown/Unidentified
1954,CALPELLA DUMP,1954-07-28,14,422.819000244141,1711087.75136902,Unknown/Unidentified
1954,CAMP BEALE #1,1954-06-21,14,509.43209838867205,2061598.50647967,Unknown/Unidentified
1954,CAMP NINE,1954-08-28,14,900.4862670898441,3644138.74439124,Unknown/Unidentified
1954,CAPITAL LUMBER CO.,1954-07-23,14,1423.52770996094,5760812.04562497,Unknown/Unidentified
1954,CHARLES,1954-07-28,14,10590.5146484375,42858293.9205799,Unknown/Unidentified
1954,CORMAN ESTATE,1954-06-20,14,930.568603515625,3765877.6466531,Unknown/Unidentified
1954,COUNTY ROADSIDE #19,1954-07-27,14,3490.359375,14124983.1313939,Unknown/Unidentified
1954,COUNTY ROADSIDE #21,1954-07-04,14,616.7490234375,2495894.66894261,Unknown/Unidentified
1954,COUNTY ROADSIDE #4,1954-07-19,14,1561.97705078125,6321096.79081964,Unknown/Unidentified
1954,CULL CANYON,1954-07-22,14,312.40655517578097,1264264.50096619,Unknown/Unidentified
1954,DE LA BRIANDIAS #2,1954-06-20,14,552.359802246094,2235320.74212327,Unknown/Unidentified
1954,DELL ORTO ESCAPE,1954-08-17,14,379.529876708984,1535902.96742012,Unknown/Unidentified
1975,,1975-11-14,14,73.6354064941406,297991.92878116603,Unknown/Unidentified
1975,,1975-10-15,14,14.5695276260376,58960.7847450745,Unknown/Unidentified
1975,,1975-05-17,14,12.110638618469201,49010.017387522195,Unknown/Unidentified
1975,,1975-08-02,14,19.4220905303955,78598.4110216539,Unknown/Unidentified
1975,,1975-09-04,14,38.7687759399414,156891.664921091,Unknown/Unidentified
1975,,1975-09-04,14,20.4978065490723,82951.6802302805,Unknown/Unidentified
1975,,1975-06-30,14,9.39031410217285,38001.252575793704,Unknown/Unidentified
1975,,1975-08-01,14,26.139959335327102,105784.66134854901,Unknown/Unidentified
1975,,1975-08-13,14,5.2495012283325195,21243.9775636745,Unknown/Unidentified
1975,,1975-09-18,14,1.53715443611145,6220.64320289127,Unknown/Unidentified
1975,,1975-09-11,14,0.929045975208282,3759.7156380354795,Unknown/Unidentified
1975,,1975-07-20,14,6.3636980056762695,25752.9716082306,Unknown/Unidentified
